formation_energy_per_atom
0.33363413624999905
-0.33099884577160404
-0.7521129675
-0.121030261249999
-0.034716359523808
-0.415156415833333
-0.7521129675
0.045540925
-0.385153931249999
0.40008007374999904
0.703948747499999
-0.18138230499999902
0.426453397152777
-0.8723431539583321
-0.407213774583333
0.935079041488094
-1.025274859170766
-2.048200303535852
-1.214542834047619
-0.3011204029214571
-0.481713678333335
-1.093155952619045
-0.16571732291666602
-2.370753757708333
-3.18032917
-2.771129195599999
-0.35193754071180705
-1.112466536190476
-0.8813191560144931
-2.258351875476191
-1.448315838518518
-1.8589377638113893
-0.104792425833332
-1.666735623666667
-0.43946156416666504
-0.600052838333333
-3.0751657616300943
-2.012358717333335
-1.231982739666667
-2.916688761666666
-2.3607738573333346
-0.375663582916665
-1.3112601873333332
-3.087235142095238
-1.721651177333333
-1.8252071458333332
-2.398043454318182
-1.642631889833332
0.8505070293333321
-0.875019070333334
-1.036054479999999
-1.677127175416665
-1.236610022447918
-1.144519545740736
-1.460510835338531
-0.253528347544244
-1.6761909043452392
-1.2773995653030301
-2.178309079583334
-2.340222715686275
-2.4033585941666664
-1.719369595333332
-2.043295054222223
-1.5825405911111121
-1.092193814761904
-2.109904565003593
-1.582857378333332
-1.413122691458333
-1.749117898333333
-2.3157531700000002
-2.916688761666666
-1.943705352269504
-2.44165074941799
-2.09160650595238
-2.846042060416668
-1.493911879509803
-1.497991299166667
-2.369821123985507
0.21742986958333402
-1.8913281400957862
-1.18387854122807
-0.41637017552083305
-1.721651177333333
-1.252680724583332
-2.686382930833336
-1.802815523333333
-0.734031787196971
-2.260507721111111
-2.150084919403736
-2.916688761666666
-0.9807867533333331
-1.231982739666667
-1.629481453333333
-2.0596223126666655
-1.807185349047618
-1.432946590277778
-2.061169920807882
-2.043295054222223
-2.987436284752874
-3.1453945612698417
-1.566250223333333
-0.6800020533988761
-1.6720515504166662
-1.215303860520833
-0.62226867295097
-1.6871497929218098
-2.19092567537037
-1.43306356060606
-1.086374398385418
-2.040790375777113
-1.964386225777777
-1.509900675396824
-1.820166784444444
-1.8252071458333332
-3.057028233809524
-1.8113065227777774
-1.7284391792424254
-2.430044207222222
-1.820166784444444
-2.967111435804598
-1.702223190833334
-2.9927011004597706
-2.062100484978447
-2.475888592361112
-1.708707732463768
-2.379098588194445
-2.051847119333334
-2.019034187087253
0.39437621911111104
-3.126799314814814
0.8734821353623182
-3.084737700606061
-1.842773821111111
-1.723799841333332
-3.094772386538462
-2.125241082916668
-2.932600591669061
-2.9927011004597706
-3.057028233809524
-2.109904565003593
-3.111171092424243
-1.9131152212698421
-2.959930663024425
-2.00955945110115
-2.134670533137255
-2.916688761666666
-1.7284391792424254
-2.978334683513957
-2.54435526690476
-2.326938171754387
-1.8252071458333332
-2.861424501333333
-3.075085634666667
-3.126799314814814
-2.9356690031844312
-2.959930663024425
-3.111171092424243
-2.019034187087253
-2.087851223007663
-3.0509010026867824
-2.370753757708333
0.39437621911111104
-2.857514081363985
-3.18032917
-3.126799314814814
-3.063459420757576
-1.702223190833334
-3.107638001369047
-3.057028233809524
-2.978334683513957
-3.0290127116666663
-2.051290643140636
-3.111171092424243
-3.126799314814814
-1.282259547727272
-2.475888592361112
-3.18032917
-2.0733530441666654
-3.002085932605363
-1.089106984333333
-2.9555191985
-1.582857378333332
-2.8172092452380952
-2.076069695376343
-1.836257250333333
