formation_energy
1.3345365449999962
-8.936968835833309
-3.00845187
-0.48412104499999603
-0.24301451666665605
-0.830312831666666
-3.00845187
0.1821637
-1.540615724999996
1.6003202949999962
2.815794989999996
-0.7255292199999961
1.705813588611108
-3.4893726158333283
-1.628855098333332
3.7403161659523763
-7.176924014195363
-14.337402124750964
-8.501799838333334
-0.9033612087643711
-1.9268547133333402
-7.652091668333315
-0.6628692916666641
-9.483015030833332
-31.8032917
-27.71129195599999
-1.4077501628472282
-7.787265753333331
-20.27034058833334
-15.808463128333337
-13.034842546666662
-40.89663080385056
-0.41916970333332804
-8.333678118333335
-1.7578462566666602
-2.400211353333332
-33.826823377931035
-10.061793586666674
-6.159913698333335
-11.666755046666664
-59.019346433333354
-1.50265433166666
-32.78150468333333
-21.610645994666665
-8.608255886666665
-7.300828583333333
-52.756955995000006
-16.42631889833332
3.4020281173333284
-30.62566746166669
-4.144217919999996
-6.70850870166666
-4.946440089791672
-10.300675911666623
-5.842043341354124
-15.972285895287374
-23.46667266083335
-14.051395218333331
-8.713236318333337
-39.78378616666667
-19.226868753333335
-25.790543929999977
-30.64942581333334
-14.242865320000007
-7.645356703333327
-8.439618260014372
-11.080001648333324
-5.652490765833332
-6.996471593333332
-34.736297549999996
-11.666755046666664
-91.3541515566667
-153.82399721333337
-14.64124554166666
-22.768336483333343
-25.39650195166665
-5.991965196666668
-54.50588585166666
0.8697194783333361
-17.021953260862077
-22.493692283333328
-1.6654807020833322
-8.608255886666665
-5.010722898333328
-10.745531723333343
-7.211262093333332
-8.074349659166682
-33.90761581666666
-34.401358710459775
-11.666755046666664
-5.884720519999998
-6.159913698333335
-8.147407266666665
-10.298111563333329
-12.650297443333326
-4.298839770833334
-144.28189445655173
-30.64942581333334
-14.93718142376437
-22.017761928888895
-23.493753349999995
-25.160075975758417
-13.37641240333333
-9.722430884166664
-22.401672226234922
-136.6591332266666
-19.71833107833333
-15.76369916666666
-4.345497593541672
-140.81453592862078
-29.465793386666657
-31.707914183333305
-10.921000706666664
-7.300828583333333
-21.399197636666667
-21.735678273333328
-19.012830971666677
-58.32106097333333
-10.921000706666664
-38.572448665459774
-6.808892763333336
-29.927011004597702
-32.99360775965515
-14.855331554166671
-39.30027784666667
-57.09836611666668
-10.25923559666667
-22.20937605795978
5.915643286666666
-28.141193833333325
20.090089113333317
-33.93211470666667
-44.22657170666667
-8.61899920666666
-40.23204102500001
-8.500964331666673
-17.595603550014367
-29.927011004597702
-21.399197636666667
-8.439618260014372
-34.222882016666674
-40.17541964666668
-23.6794453041954
-50.23898627752875
-36.289399063333335
-11.666755046666664
-19.012830971666677
-20.848342784597698
-17.81048686833332
-44.21182526333335
-7.300828583333333
-42.92136752
-46.126284520000006
-28.141193833333325
-32.292359035028745
-23.6794453041954
-34.222882016666674
-22.20937605795978
-50.10842935218392
-27.458109024181038
-9.483015030833332
5.915643286666666
-42.86271122045977
-31.8032917
-28.141193833333325
-33.698053628333334
-6.808892763333336
-43.50693201916666
-21.399197636666667
-20.848342784597698
-33.31913982833333
-34.87194093339082
-34.222882016666674
-28.141193833333325
-14.104855024999992
-14.855331554166671
-31.8032917
-29.026942618333322
-36.025031191264354
-5.445534921666665
-29.555191985
-11.080001648333324
-19.720464716666662
-64.35816055666663
-9.181286251666664
-25.39650195166665
-11.666755046666664
-14.93718142376437
-10.921000706666664
-28.14929970166667
-20.848342784597698
-47.341718896666656
-19.720464716666662
-5.991965196666668
-19.720464716666662
-14.78136769333333
-21.579178324999997
-34.88530540666666
-29.927011004597702
-5.991965196666668
-14.337402124750964
-20.729181044999997
-19.720464716666662
-10.21768187458333
-45.842171637931024
-36.10387388333335
-22.017761928888895
-7.300828583333333
-8.439618260014372
-51.43255669298851
-8.439618260014372
-42.39473379459771
-34.095401915
-29.50827269666666
-23.46667266083335
-55.813480271666634
-31.251798730000004
-3.7617093683333285
-25.688712069195397
-16.20819498083335
-102.63208023436783
-21.399197636666667
-68.54019283551725
-101.40066465896548
-11.675545471666656
-47.63496446505747
-25.688712069195397
-75.59113734000005
-146.11830601666668
-87.82330474333332
-37.518771016666676
-69.69342733425286
-74.10443593804598
-47.08369345999995
-27.383557094999997
-100.92090807666669
-8.713236318333337
-19.94977820166666
-80.21462632999997
-82.06618050333326
-27.383557094999997
-32.292359035028745
-21.399197636666667
-27.458109024181038
-19.18228485166665
-27.458109024181038
-77.59728305000002
-32.292359035028745
-36.025031191264354
-27.383557094999997
-178.6912841166667
-66.98790412465519
-12.914536728333335
-19.18228485166665
-32.292359035028745
-86.05635353666663
-135.54060748999999
-40.70513664333332
-34.222882016666674
-34.222882016666674
-20.848342784597698
-21.399197636666667
-28.141193833333325
-13.642003508333328
-51.7365038325
-60.03858449999999
-123.58105532666666
-51.7365038325
-22.42825054
-29.158287620000003
-25.234531874166663
-158.63266202666668
-49.732172029999994
-135.54060748999999
-145.14177667666658
-112.24851632000002
-115.32400866896548
-12.008779468333302
-33.698053628333334
-46.885411033333334
-19.645457375057475
-31.416861466666635
-13.585184644999995
-104.44212175499996
-15.808463128333337
-41.36077484666663
-37.66175108916665
-15.808463128333337
-50.96552679833332
-90.64691075333336
-140.36349828500008
-31.8032917
-48.40675092999998
-11.61734747416667
-150.08126840999992
-144.28189445655173
-6.217790963333336
-32.78150468333333
-5.991965196666668
-10.320796985000001
-5.652490765833332
3.4558019274999987
-0.6628692916666641
-150.08126840999992
-0.8321689266666681
-0.7463427433333281
-1.365795496666664
-50.41150098726192
-41.967826286785716
-59.74807826726192
-34.181822835119064
-40.586680319999985
-37.384737262619055
-45.176882962261914
-41.93984736500002
-53.435388147261904
-48.216046282261914
-31.314185827619042
-47.910515481055
-35.24853890511902
-26.823170845119037
-10.174459575583331
-33.34047921598111
-36.6169479583908
-17.56335543333333
-28.449167104195396
-18.781652158333323
-6.419582382916657
-36.817944993333334
-38.2891966372619
-25.754029843333342
-31.340373006666667
-38.51225247376436
-137.28730224999998
-26.01458051333333
-32.46870617752874
-34.92037923083335
-21.57708381666665
-31.530375363333317
-17.434503373333328
-64.93168693333332
-13.081131230488507
-27.86944955666667
-35.49695944309525
-55.88095872833332
-36.15816059095237
-17.07404284333333
-26.030274983333328
-33.01147569333333
-25.845777543333316
-34.39722850000001
-21.308943083333325
-25.36947190293105
-26.030274983333328
-31.971064196666674
-25.36947190293105
-42.14227936
-22.899983110000008
-31.88924326712643
-54.53956963866668
-33.96746108
36.15826364666667
-47.55731620965516
-52.947889933333336
-47.55731620965516
-42.14227936
-21.173501833333326
-42.80337326333334
-47.260232453333366
-38.119599217261886
-23.745142813333324
-73.2838613113333
-21.891700443333328
-64.13260232833332
-20.79590303666667
-31.743142198452382
-15.05466701557472
-28.721836203333318
-20.079504343333337
-21.41976181166666
-24.893686381666672
-16.276986375476188
-31.66744363000001
-14.678740310986598
-15.518877873333338
-18.133109210073886
-28.96955527261905
-9.55447627333333
-16.89900771047618
-27.275754148333327
-30.65384506333333
-45.22996483583333
-102.62310237119047
-44.57849637333334
-12.644667818333335
-58.73033853190475
-29.883135818333347
-20.71417921833332
-14.528994828764366
-43.89035812333333
-30.920164893333336
-12.698169465833335
-11.069937183333328
-13.525135178333326
-16.335807687976192
-54.29228996666667
-27.275754148333327
-30.332635615952373
-22.816874007708336
-40.73097115916665
-35.626428000000004
-20.68144458252873
-15.94728772802084
-27.97350384666665
-27.84609478666666
-13.198805457976187
-18.95808328525861
-17.965388237976196
-17.392953342976192
-16.335807687976192
-18.500312853809515
-59.34265652857142
-131.19576127714282
-35.886224035952374
-9.25342126601437
-68.74619897821428
-18.133109210073886
-53.351051853928546
-54.376519146547594
-42.17501076312396
-45.84978060726192
-42.0485550272619
-53.351051853928546
-57.39223077059524
-29.459054772619034
-45.205256543928556
-58.7064520065476
-30.332635615952373
-96.02698714584561
