battery_id,id_charge,id_discharge,battery_formula,framework_formula,formula_discharge,formula_charge,working_ion,V_avg,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge
mp-758411_Li,mp-849671,mp-758411,Li2.5-3CoSiO5,CoSiO5,Li3CoSiO5,Li5Co2(SiO5)2,Li,4.613459811666653,71.34174655909926,208.30470763269605,329.13228064451215,961.0053972444151,0.009821767589190001,0.13395075046052402,0.043687515999994
mp-758407_Li,mp-758407,mp-764236,Li1.5-2MnCO5,MnCO5,Li2MnCO5,Li3Mn2(CO5)2,Li,4.311258559166655,83.3235619431333,274.04693291134265,359.22941960758635,1181.487185127396,0.005250765213578,0.091327314607845,0.04742732851852
mp-758383_Li,mp-758383,mp-759711,Li0.33-1CuCO3,CuCO3,LiCuCO3,LiCu3(CO3)3,Li,2.541014758333327,136.92119137006804,477.8803371800574,347.9187679999247,1214.3009894918323,0.036239855777492,0.10579569104167101,0.11098946296296201
mp-758421_Li,mp-759087,mp-758421,Li1-2FeSiO4,FeSiO4,Li2FeSiO4,LiFeSiO4,Li,1.9797399054166671,165.63540313839425,476.26728102187747,327.9150173428561,942.8853418833048,0.049340543840538,0.032605648750004004,0.054689212812500006
mp-758427_Li,mp-758450,mp-758427,Li0.33-0.67CuCO3,CuCO3,Li2Cu3(CO3)3,LiCu3(CO3)3,Li,2.817317121666671,69.69629734272559,244.47157622313946,196.3565718204321,688.7539574542894,0.027898647778593,0.083148848750004,0.070977579705881
mp-758454_Li,mp-766131,mp-758454,Li0-1P4WO13,P4WO13,LiP4WO13,P4WO13,Li,4.73217176416666,51.27818888543596,174.7072513471361,242.6571975612647,826.744721820085,0.015961590684719,0.052223205694446,0.0034644379385700003
mp-758436_Li,mp-758436,mp-1177429,Li1-1.33FeSiO4,FeSiO4,Li4Fe3(SiO4)3,LiFeSiO4,Li,1.42806621666666,56.83719174761925,148.1928917395501,81.16727338498016,211.6292622433913,0.11195946770922101,0.059753280000003,0.09162576045454
mp-758438_Li,mp-759530,mp-758438,Li0-1V3O5F3,V3O5F3,LiV3O5F3,V3O5F3,Li,3.5115629516666713,90.31435503896304,345.52179731185123,317.14454315849275,1213.3215424335774,0.0032863915326730004,0.061927256060593,0.068016717083339
mp-758422_Li,mp-1048335,mp-758422,Li0-1VP2O7,VP2O7,LiVP2O7,VP2O7,Li,3.928851306666668,115.61042114688607,347.6072781530277,454.2161541872271,1365.697308978367,0.040362772976394005,0.13716350024999902,0.054422768181831005
mp-758622_Li,mp-758622,mp-1177243,Li3-4TiFe3O8,TiFe3O8,Li4TiFe3O8,Li3TiFe3O8,Li,2.445160076666662,72.2098138096436,236.11434260959834,176.56455387087357,577.3373640773841,0.010676950309126,0.092450560833327,0.041946486874998
mp-758574_Li,mp-758574,mp-764346,Li1-2FeSiO4,FeSiO4,Li2FeSiO4,LiFeSiO4,Li,2.390172549166666,165.63540313839425,507.7496444737663,395.8971937515442,1213.6092620703305,0.020383396814277,0.034980864285717006,0.0054634459375
mp-758569_Li,mp-759053,mp-759575,Li1-2FeSiO4,FeSiO4,Li2FeSiO4,LiFeSiO4,Li,2.66845748666667,165.63540313839425,517.9156598287985,441.9910315617002,1382.0359199320658,0.006527534567018001,0.068681311428575,0.00016572
mp-758506_Li,mp-758506,mp-760096,Li1-1.5FeSiO4,FeSiO4,Li3Fe2(SiO4)2,LiFeSiO4,Li,1.553208926666664,84.63290656716289,231.98127258048248,131.45258596986324,360.3153833914983,0.07162363884640201,0.021350287142861003,0.062313944000008004
mp-758473_Li,mp-778490,mp-758473,Li1.5-2CoSiO4,CoSiO4,Li2CoSiO4,Li3Co2(SiO4)2,Li,4.108611841666667,81.26670183389068,257.9997313388431,333.89333348791746,1060.0207513255893,0.035009837487028,0.10936969577778201,0.021385340000000003
mp-758465_Li,mp-778622,mp-758465,Li1.5-2FeSiO4,FeSiO4,Li2FeSiO4,Li3Fe2(SiO4)2,Li,2.9262764966666683,82.81770156919713,253.9019449167772,242.34749360989582,742.9872938679202,0.037690805482461,0.073390524333341,0.0227247146875
mp-758499_Li,mp-758499,mp-758823,Li1-2FeSiO4,FeSiO4,Li2FeSiO4,LiFeSiO4,Li,2.315108804166672,165.63540313839425,498.5657432442349,383.46398008739254,1154.2339416406287,0.006380567967458,0.027755231071433004,0.008523985000000001
mp-758638_Li,mp-758703,mp-758638,Li1-2CoSiO4,CoSiO4,Li2CoSiO4,LiCoSiO4,Li,3.392762869166669,162.53340366778136,526.9927337439266,551.4372969633263,1787.961379367031,0.002090351648725,0.090683392738096,0.006531590624999001
mp-758623_Li,mp-758623,mp-769545,Li6-1FeNi9O20,FeNi9O20,Li10FeNi9O20,Li6FeNi9O20,Li,3.317501249166663,110.12607154497061,511.25172157602606,365.34337991625733,1696.0782249670735,0.022830039991015003,0.049340891938665005,0.010651133937497
mp-758637_Li,mp-1177732,mp-758637,Li1.5-2CoSiO4,CoSiO4,Li2CoSiO4,Li3Co2(SiO4)2,Li,3.845443876666673,81.26670183389068,259.62936166433485,312.50654094403126,998.3901390149936,0.021971583698797002,0.08425690811111501,0.014290099374999001
mp-758628_Li,mp-758628,mp-765023,Li3-5Mn(CO3)4,Mn(CO3)4,Li5Mn(CO3)4,Li3Mn(CO3)4,Li,3.847681402916673,162.59155120807958,396.5091096357862,625.6004878547017,1525.6407272326628,0.077035606239165,0.09518108033333501,0.050239461590913005
mp-758640_Li,mp-780620,mp-758640,Li1-2Cr(Si2O5)2,Cr(Si2O5)2,Li2Cr(Si2O5)2,LiCr(Si2O5)2,Li,2.009727716666683,79.24412715307815,209.36989181986633,159.2591187226001,420.7764746258905,0.013448567373068002,0.095550893906253,0.048389998627456
mp-758641_Li,mp-758641,mp-771319,Li4-5Fe2Ni5O12,Fe2Ni5O12,Li5Fe2Ni5O12,Li4Fe2Ni5O12,Li,3.486054761666688,42.41715208203513,206.5964959834369,147.86851499191866,720.2066985667132,0.002680314263508,0.046046654927530004,0.016575660625002
mp-758730_Li,mp-761206,mp-760195,Li0.12-0.75FeBO3,FeBO3,Li3Fe4(BO3)4,LiFe8(BO3)8,Li,2.611118750666659,139.75415237410357,459.3098166036204,364.9146877475473,1199.312474498978,0.010646791974403,0.08413373256096,0.034873873152174
mp-758679_Li,mp-758679,mp-761283,Li4-5V5O9F,V5O9F,Li5V5O9F,Li4V5O9F,Li,1.149416316666683,59.242164287987144,229.22461666615615,68.0939102672607,263.4745145777456,0.001524208033147,0.065747737171053,0.057431950020833004
mp-758838_Li,mp-758838,mp-774245,Li4-5Mn5(NiO6)2,Mn5(NiO6)2,Li5Mn5(NiO6)2,Li4Mn5(NiO6)2,Li,2.4992537016666843,43.31378728176909,197.71023941903798,108.25214319716473,494.12804772543694,0.0069046110514530004,0.041865209347823,0.027876850208331003
mp-758792_Li,mp-1178100,mp-758792,Li2.83-3CrSi2O7,CrSi2O7,Li3CrSi2O7,Li17Cr6(Si2O7)6,Li,4.051084106666607,18.535995360007835,53.732762288858176,75.09087620417372,217.6759393156882,0.010748058657743,0.06009441025613901,0.043686223269245004
mp-758885_Li,mp-759279,mp-760261,Li2.25-3Cr(BO3)2,Cr(BO3)2,Li3Cr(BO3)2,Li9Cr4(BO3)8,Li,3.438371449999986,105.55227231518435,284.42241909169735,362.92791961115375,977.949925544823,0.005392560122567,0.09105069077314001,0.04829884187499801
mp-758770_Li,mp-758770,mp-773055,Li2-3Mg3Ti6O16,Mg3Ti6O16,Li3Mg3Ti6O16,Li2Mg3Ti6O16,Li,1.0631767366666711,42.079136347337,146.23544550802075,44.737558863513684,155.47412374021437,0.001296031175014,0.014628327685196,0.014435979464282002
mp-758846_Li,mp-758846,mp-771232,Li3-5Mn2Ni5O12,Mn2Ni5O12,Li5Mn2Ni5O12,Li3Mn2Ni5O12,Li,3.409336136666661,85.07854512542477,423.08244697644705,290.06135835113594,1442.4302752661577,0.0051564448161370005,0.05923634042613601,0.025864111388892
mp-758898_Li,mp-758898,mp-772982,Li0-3Ti6Co3O16,Ti6Co3O16,Li3Ti6Co3O16,Ti6Co3O16,Li,3.05813145833333,108.53512019076084,441.7657773540323,331.9146653893547,1350.9778209414442,0.008267511999402,0.10275951540000601,0.029819469553574004
mp-758915_Li,mp-849747,mp-1176890,Li0.12-0.88FeBO3,FeBO3,Li7Fe8(BO3)8,LiFe8(BO3)8,Li,2.5914483566666693,166.4997483716783,547.6656118369083,431.47549930319974,1419.247149797602,0.007534745048858001,0.08043195256096,0.015243221755325002
mp-758924_Li,mp-766466,mp-770910,Li2-3Mn(BO3)2,Mn(BO3)2,Li3Mn(BO3)2,Li2Mn(BO3)2,Li,3.2397424591666732,138.595294579338,393.8329890328598,449.0130604893939,1275.9174563902786,0.034547333726739,0.087281202090907,0.024560782916666003
mp-758965_Li,mp-763767,mp-758965,Li0-1Fe5P3O13,Fe5P3O13,LiFe5P3O13,Fe5P3O13,Li,2.403439991666668,45.652218795742236,168.06418599431137,109.72236836200362,403.93218578563307,0.0012365219315730001,0.058029635277764,0.052839125909098006
mp-758950_Li,mp-2214898,mp-776430,Li0-1V4O5F7,V4O5F7,LiV4O5F7,V4O5F7,Li,2.620859446666666,63.25686848681411,210.83206732806735,165.7873613402177,552.5612153170279,0.017083584637828,0.029508665624998,0.09325080209150301
mp-758964_Li,mp-758964,mp-774498,Li2-3Ti(FeO3)2,Ti(FeO3)2,Li3Ti(FeO3)2,Li2Ti(FeO3)2,Li,1.828020953333331,96.97456492437087,389.4145630683282,177.27153662213348,711.857980822048,0.006849672915888,0.07910157833332601,0.06430348854166
mp-758962_Li,mp-772738,mp-772517,Li3-3.5Fe2(PO4)3,Fe2(PO4)3,Li7Fe4(PO4)6,Li3Fe2(PO4)3,Li,2.602104316666621,31.838482848133857,95.21847069808905,82.8470536552453,247.76839362989173,0.005650417961543,0.047559606374997,0.050542749573168004
mp-759016_Li,mp-780866,mp-759016,Li1-2Fe2Si2O7,Fe2Si2O7,Li2Fe2Si2O7,LiFe2Si2O7,Li,2.208904621666671,91.24256361557919,287.2931389479058,201.5461204631681,634.6031423951542,0.056219471304897004,0.05864334934027401,0.051221085641034
mp-759044_Li,mp-759215,mp-769522,Li6-13Mg(Ni6O13)2,Mg(Ni6O13)2,Li13Mg(Ni6O13)2,Li6Mg(Ni6O13)2,Li,3.306883796666667,151.93051880396413,705.9151445812623,502.4165708519893,2334.379353437384,0.014432458975099002,0.059587534023143006,0.009155799316236
mp-758997_Li,mp-760536,mp-758997,Li0-1CuCO3,CuCO3,LiCuCO3,CuCO3,Li,2.834473619999999,205.38178705510202,733.2462999342688,582.149257436144,2078.367294126292,0.018878019943018,0.13892093666666602,0.09228090999999701
mp-758969_Li,mp-780520,mp-758969,Li1-2Mn(SO4)2,Mn(SO4)2,Li2Mn(SO4)2,LiMn(SO4)2,Li,3.9443921816666663,102.70921451496037,283.6797492891446,405.1254227179342,1118.944185193262,0.084590563045043,0.012849673437496,0.013533118653845001
mp-759041_Li,mp-762700,mp-759041,Li2-4Ti2Fe3O10,Ti2Fe3O10,Li4Ti2Fe3O10,Li2Ti2Fe3O10,Li,2.82941734916667,118.84645994747049,465.91964318722233,336.26623566241483,1318.2811217514716,0.012494477601847001,0.082365917179268,0.042835493421044
mp-759061_Li,mp-763336,mp-1177445,Li2-4Cr3CoO8,Cr3CoO8,Li4Cr3CoO8,Li2Cr3CoO8,Li,3.087880556666663,144.60683551574698,604.1595693201857,446.52863575016937,1865.5725872279065,0.012105198899943001,0.080710029761902,0.021244941875000003
mp-759075_Li,mp-759075,mp-764341,Li2.25-3FeSiO5,FeSiO5,Li3FeSiO5,Li9Fe4(SiO5)4,Li,4.201797976666674,108.80138813709799,312.0979793564965,457.1614525329838,1311.3726581818844,0.065349810827572,0.106752890594592,0.009521189250000001
mp-759050_Li,mp-771048,mp-764262,Li0-1FeCo9O20,FeCo9O20,Li10FeCo9O20,FeCo9O20,Li,3.221023225666667,274.706171686593,1276.1831765039199,884.8349592364912,4110.615651724191,0.04824446064908,0.04440821541666801,0.043606681937501
mp-759084_Li,mp-759084,mp-759423,Li0-1Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Cr(PO3)4,Li,5.186957036666664,71.50399483378008,209.0033450453506,370.8881491528524,1084.091371269852,0.006992637394992,0.078288247352954,0.033785339675930004
mp-759101_Li,mp-759101,mp-772300,Li0-4Cr3P4O15,Cr3P4O15,Li4Cr3P4O15,Cr3P4O15,Li,2.685815066666672,195.760441125017,577.2990473163829,525.7763422308848,1550.5184792546574,0.055044601366298004,0.08780882306819,0.046952032259617006
mp-759106_Li,mp-850744,mp-759106,Li0-2Fe3(SiO4)2,Fe3(SiO4)2,Li2Fe3(SiO4)2,Fe3(SiO4)2,Li,2.4842761716666812,146.623155250919,469.80972373038605,364.2524108044425,1167.1371018807044,0.043050543148792,0.10566676038462201,0.049815508500005004
mp-759124_Li,mp-759261,mp-761247,Li1-2CoSiO4,CoSiO4,Li2CoSiO4,LiCoSiO4,Li,3.404529124166667,162.53340366778136,518.7116435520616,553.3497064368989,1765.9688975173524,0.041668056417701,0.092033706666668,0.006242333437500001
mp-759196_Li,mp-778217,mp-769566,Li0-5Fe2Co3O10,Fe2Co3O10,Li5Fe2Co3O10,Fe2Co3O10,Li,3.485221361666666,277.339759023528,1306.9442729326545,966.5904525882855,4554.990098532798,0.034219426667178005,0.12634440900000402,0.020010105999999
mp-759176_Li,mp-759176,mp-761162,Li0-2Mn3OF6,Mn3OF6,Li2Mn3OF6,Mn3OF6,Li,3.207075766666671,173.64885431747894,590.4587418319727,556.905032591018,1893.6459221458122,0.049237470397766006,0.102689964583328,0.08655722374999801
mp-759168_Li,mp-759885,mp-759168,Li2-3V(OF)2,V(OF)2,Li3V(OF)2,Li2V(OF)2,Li,1.802418684166662,189.06222509271404,610.5382785936474,340.76928697723105,1100.4456007361414,0.0071521145795660004,0.106028763214284,0.10871484375000001
mp-759204_Li,mp-759204,mp-849784,Li0-1Fe2C2O7,Fe2C2O7,LiFe2C2O7,Fe2C2O7,Li,2.057801290000024,105.24905004380119,273.0775313239833,216.58163095141117,561.9392962285148,0.08292455531801,0.066733386666667,0.143289080416655
mp-759205_Li,mp-759309,mp-760999,Li1-4TiMn3O8,TiMn3O8,Li4TiMn3O8,LiTiMn3O8,Li,2.544805292222221,218.22921053443207,854.7446529782944,555.3508498855001,2175.1587163978097,0.030778877233265,0.09322786442949,0.054828252395835005
mp-759243_Li,mp-759574,mp-763051,Li1.5-2VO2F,VO2F,Li2VO2F,Li3V2(O2F)2,Li,2.437594831666667,115.7024625341935,402.1635052181047,282.0357246844563,980.3116818046028,0.038593792978766,0.06038243886363401,0.004510747916668
mp-759244_Li,mp-767604,mp-768142,Li12-13Nb14ZnO42,Nb14ZnO42,Li13Nb14ZnO42,Li12Nb14ZnO42,Li,1.238682156666707,12.592869462483097,56.95230992350579,15.598562704410885,70.54581008319887,0.000550138039789,0.006906106702928001,0.012107202589282001
mp-759251_Li,mp-765584,mp-759251,Li0-1Sb(PO3)4,Sb(PO3)4,LiSb(PO3)4,Sb(PO3)4,Li,4.613079489166674,60.28374590575401,179.81163501806387,278.0937117679693,829.4853654153545,0.037205181264914004,0.09567271323528301,0.047929341527765006
mp-759272_Li,mp-1178044,mp-759272,Li2-5Cr3NiO8,Cr3NiO8,Li5Cr3NiO8,Li2Cr3NiO8,Li,2.3525161625,213.05855801799632,874.6036190889508,501.22370129628035,2057.5191496877505,0.052069110536555004,0.052245851369046005,0.049870436470588
mp-759337_Li,mp-759337,mp-761592,Li2-3Fe2CoO6,Fe2CoO6,Li3Fe2CoO6,Li2Fe2CoO6,Li,3.492418926666668,93.24116053629383,410.00364971166186,325.6371938013178,1431.9045062554187,0.014469311363784002,0.07029492590909,0.012285007083335001
mp-759347_Li,mp-1176627,mp-759347,Li1-2V(SO4)2,V(SO4)2,Li2V(SO4)2,LiV(SO4)2,Li,2.397643357916673,104.30673961519904,288.82783441108955,250.0903614243259,692.5061387572056,0.05326073862391201,0.018964140520836,0.03629283257085
mp-759350_Li,mp-759350,mp-772943,Li2-2.75U(WO5)2,U(WO5)2,Li11U4(WO5)8,Li2U(WO5)2,Li,1.8764875433333352,25.61334109025064,171.34521868624242,48.06311549900319,321.5271684744601,0.002246999823434,0.017595971416666002,0.027289010112436
mp-759348_Li,mp-775302,mp-759348,Li2-3Cr(Si2O5)3,Cr(Si2O5)3,Li3Cr(Si2O5)3,Li2Cr(Si2O5)3,Li,3.011708226666665,55.68293137263492,144.87873236550254,167.7007424998799,436.33247013422204,0.018574575764226,0.050673522604173,0.043255009799998
mp-759370_Li,mp-759370,mp-771052,Li8-1Fe3Ni7O20,Fe3Ni7O20,Li10Fe3Ni7O20,Li8Fe3Ni7O20,Li,3.179097016666683,55.387159951683344,251.903455834009,176.08115496403693,800.8255249299257,0.004188092464228001,0.022715545838820003,0.008759554895831
mp-759371_Li,mp-775187,mp-764896,Li0.12-0.88FeBO3,FeBO3,Li7Fe8(BO3)8,LiFe8(BO3)8,Li,2.543472195000002,166.49974837167827,547.093353429723,423.4874804578605,1391.5167325178095,0.008460838951531,0.083941997195106,0.024429791968091003
mp-759410_Li,mp-2214551,mp-777291,Li0-1V4O5F7,V4O5F7,LiV4O5F7,V4O5F7,Li,2.927428256666653,63.25686848681411,214.10640547872734,185.17994423654602,626.7811413317544,0.043668405892592,0.011137244999998,0.057926593856210004
mp-759383_Li,mp-760086,mp-759383,Li2.83-3FeSi2O7,FeSi2O7,Li3FeSi2O7,Li17Fe6(Si2O7)6,Li,5.455023096666666,18.244602173495398,53.00714280355796,99.52472624591226,289.15518828171696,0.008270721159735001,0.0653527941342,0.036118786730769
mp-759382_Li,mp-759382,mp-772997,Li2-8Ti7Nb6O30,Ti7Nb6O30,Li8Ti7Nb6O30,Li2Ti7Nb6O30,Li,1.1565532116666661,112.60990264220287,469.196961784075,130.2393445663103,542.6512530556139,0.02591317307766,0.057548883499997004,0.08520043764705601
mp-759435_Li,mp-766254,mp-780731,Li0-2Cu(PO3)3,Cu(PO3)3,Li2Cu(PO3)3,Cu(PO3)3,Li,3.055222061666663,170.52331754506523,507.87319777575607,520.9866017922733,1551.6653983736865,0.146365218163232,0.019600165288474,0.106252609416666
mp-759442_Li,mp-765027,mp-770651,Li4-1Fe9CoO20,Fe9CoO20,Li10Fe9CoO20,Li4Fe9CoO20,Li,3.714762906666663,169.10586400824016,712.9013351462637,628.1881909176276,2648.2594359144796,0.022272640574874002,0.134255499338234,0.005083631937496
mp-759521_Li,mp-759521,mp-765146,Li4-5V(CO3)4,V(CO3)4,Li5V(CO3)4,Li4V(CO3)4,Li,3.052991026666669,82.29338101591672,197.86485705624767,251.24095379565503,604.0796330854074,0.021170727550810002,0.068923824166669,0.05215951670454701
mp-759472_Li,mp-759472,mp-769242,Li1-2Cu(HO)4,Cu(HO)4,Li2Cu(HO)4,LiCu(HO)4,Li,2.41878439916667,184.25661750882796,518.0494434290666,445.6770318735734,1253.049911763203,0.024692871795669,0.08133509049999901,0.079091274318174
mp-759440_Li,mp-759983,mp-759440,Li0-1VOF3,VOF3,LiVOF3,VOF3,Li,3.618557556666668,204.7835654934413,491.73785301646126,741.0211183974355,1779.381723931759,0.012169723094323001,0.045012238999999,0.08699809625001001
mp-759495_Li,mp-759495,mp-780193,Li0-1Cr(PO3)3,Cr(PO3)3,LiCr(PO3)3,Cr(PO3)3,Li,2.279342324166672,90.59053791454345,266.5573315108909,206.48684723764453,607.5754075297002,0.076689287019072,0.035751430192323005,0.02363973675725
mp-759605_Li,mp-763524,mp-759605,Li0.5-2Fe(CO3)2,Fe(CO3)2,Li2Fe(CO3)2,LiFe2(CO3)4,Li,3.51890152333334,211.87522249909267,474.86431965073695,745.5680432086476,1671.0007777956284,0.17901083887316302,0.09676724513158601,0.031392951818181004
mp-759589_Li,mp-759589,mp-771262,Li4-5Ti2Mn5O12,Ti2Mn5O12,Li5Ti2Mn5O12,Li4Ti2Mn5O12,Li,2.237000121666663,44.88442901660492,184.69924970338187,100.4064731710839,413.1722440582066,0.009212028875501,0.07568511195652,0.060119506041664
mp-759661_Li,mp-764903,mp-776549,Li6-8FeO5F,FeO5F,Li8FeO5F,Li6FeO5F,Li,2.814043331666669,254.80519638572693,592.23309072076,717.032863763271,1666.5695797350963,0.049603340984933006,0.09236244884615301,0.028506134333332003
mp-759625_Li,mp-759625,mp-760269,Li1.5-2.5FeBO4,FeBO4,Li5Fe2(BO4)2,Li3Fe2(BO4)2,Li,2.640744884166666,181.08362523817524,481.92911208901154,478.19565695406516,1272.6518372800413,0.045135133698451006,0.113720616266666,0.059448183676463005
mp-759642_Li,mp-759642,mp-764754,Li0-1V3O5F3,V3O5F3,LiV3O5F3,V3O5F3,Li,3.481671681666663,90.31435503896304,343.6897180638225,314.4449323871466,1196.6147586628103,0.007396297407989001,0.066463776515139,0.07466613333334
mp-759725_Li,mp-759725,mp-764760,Li0-1VOF3,VOF3,LiVOF3,VOF3,Li,3.983695894166667,204.7835654934413,659.016148688467,815.795449049033,2625.3199257197757,0.035259607637902,0.047819652000000004,0.028481217500011
mp-759673_Li,mp-766118,mp-759673,Li0-1BiP2O7,BiP2O7,LiBiP2O7,BiP2O7,Li,4.05702868166666,68.7455917282834,282.59503361348055,278.90283737979206,1146.4961566664444,0.045590246306822006,0.059447139500006005,0.051935381287876003
mp-759705_Li,mp-759705,mp-764752,Li0-1V2OF7,V2OF7,LiV2OF7,V2OF7,Li,4.044475656666671,103.9573721364573,262.0823638927808,420.45306093693966,1059.9857408060082,0.021291149010871,0.08849879425000001,0.083085838693184
mp-759726_Li,mp-769538,mp-759726,Li1.5-2MnSiO4,MnSiO4,Li2MnSiO4,Li3Mn2(SiO4)2,Li,3.761635431666671,83.28451611484627,251.58248483157135,313.28598672681954,946.3615889291816,0.015297182135592,0.09364591069443601,0.000185595624998
mp-759739_Li,mp-764357,mp-760019,Li0-1V2OF5,V2OF5,LiV2OF5,V2OF5,Li,3.022352923333339,121.92721344604826,441.24040835911245,368.5070699925519,1333.5842380969598,0.033655065160816004,0.053686635416667,0.063382444814812
mp-759714_Li,mp-760051,mp-759714,Li0-2Mn3OF6,Mn3OF6,Li2Mn3OF6,Mn3OF6,Li,3.097549154166666,173.64885431747894,600.3885223465514,537.8858618131176,1859.732959565935,0.15408021054470702,0.07953300033332801,0.085514188958332
mp-759668_Li,mp-759668,mp-1176554,Li0-1V3OF11,V3OF11,LiV3OF11,V3OF11,Li,3.8128019216666713,69.65995263211349,199.7982337571909,265.59960125893156,761.7910896150241,0.068077460002613,0.040603688500008006,0.054355334101566004
mp-759769_Li,mp-771307,mp-763869,Li0-1Fe5Co3O16,Fe5Co3O16,Li10Fe5Co3O16,Fe5Co3O16,Li,2.866606723666667,342.9821372471715,1457.6686720283128,983.1949007303054,4178.562816114623,0.20906834273315203,0.153797616770834,0.08456678526960901
mp-759777_Li,mp-759777,mp-1177992,Li0-2Mn(CoO3)2,Mn(CoO3)2,Li2Mn(CoO3)2,Mn(CoO3)2,Li,2.980918029166668,189.6222750515707,782.7236335949115,565.2484584328281,2333.2349912379173,0.11088909733233202,0.028057288796297004,0.116225217107428
mp-759765_Li,mp-772596,mp-759765,Li2-5FeNi3O8,FeNi3O8,Li5FeNi3O8,Li2FeNi3O8,Li,2.6237977883333343,203.7487790600698,896.4434304911217,534.5955958734284,2352.0862902885524,0.14084937565028602,0.055454738447648005,0.066464726495099
mp-759751_Li,mp-759751,mp-759970,Li1-4Mn3OF8,Mn3OF8,Li4Mn3OF8,LiMn3OF8,Li,3.147657934999997,222.9958449136687,726.0351051116706,701.9146407145381,2285.3101596933075,0.09308961124510001,0.08501822660256601,0.09788439515625001
mp-759780_Li,mp-759780,mp-775480,Li2-5Nb6NiO18,Nb6NiO18,Li5Nb6NiO18,Li2Nb6NiO18,Li,3.0584782049999992,85.64361629665736,397.36470925052913,261.9391338407093,1215.331302678905,0.015943920131109002,0.0731199003704,0.054046345333334
mp-759911_Li,mp-775564,mp-759911,Li2-5TiV3O8,TiV3O8,Li5TiV3O8,Li2TiV3O8,Li,0.6745462599999991,221.26108944175576,835.8354571853234,149.25084036646174,563.8096816197498,0.05522116681473901,0.0060793116071570005,0.10148203063725
mp-759829_Li,mp-759829,mp-861457,Li0-1V2OF5,V2OF5,LiV2OF5,V2OF5,Li,2.915401671666666,121.92721344604827,429.619185020541,355.46680190226755,1252.512490188956,0.0011475968451460001,0.056055921354167,0.07737194916666401
mp-759849_Li,mp-759849,mp-773081,Li2-3Ti6Zn3O16,Ti6Zn3O16,Li3Ti6Zn3O16,Li2Ti6Zn3O16,Li,1.172789246666648,35.25386264349883,146.3744770019112,41.34535101175848,171.66641261429606,0.0020181722592120003,0.0,0.013107922946419001
mp-759805_Li,mp-772632,mp-759805,Li4-6Co5Ni3O16,Co5Ni3O16,Li6Co5Ni3O16,Li4Co5Ni3O16,Li,2.126114786666671,69.76077286855156,347.5581105222954,148.3194107251226,738.9484380073815,0.027257188474536002,0.09545270924107101,0.149369078958334
mp-759836_Li,mp-761104,mp-759836,Li1-2V2OF5,V2OF5,Li2V2OF5,LiV2OF5,Li,1.618631581666671,118.19502891315715,394.68705226661126,191.31420659484152,638.8529276736612,0.026444205355115002,0.06756449944444301,0.075108699874998
mp-759959_Li,mp-773198,mp-759959,Li0-1Mn5Fe3O16,Mn5Fe3O16,Li10Mn5Fe3O16,Mn5Fe3O16,Li,2.554027339666667,349.1478172756921,1409.5801594282382,891.7330709070594,3600.1062646314194,0.194441846070904,0.11978616243055601,0.071886032058821
mp-759912_Li,mp-1120825,mp-759912,Li5-1CoNi9O20,CoNi9O20,Li10CoNi9O20,Li5CoNi9O20,Li,3.296679196666659,137.22227737164928,658.9492020730765,452.3778271303383,2172.3441261344065,0.010649270817023,0.050151567714284,0.0066950406666670004
mp-759913_Li,mp-777653,mp-759913,Li2-5Cr3FeO8,Cr3FeO8,Li5Cr3FeO8,Li2Cr3FeO8,Li,2.026269694166667,214.67890972661107,853.3080637880289,434.9973687557737,1729.03226944172,0.056335489001692,0.046646287996033,0.06766647833334101
mp-759933_Li,mp-759933,mp-770287,Li2-3Sn(BO3)2,Sn(BO3)2,Li3Sn(BO3)2,Li2Sn(BO3)2,Li,1.4438039641666711,104.2245196618175,345.65437141984984,150.4797746510993,499.05715168751817,0.08437335342448701,0.11331288772728002,0.10884758468750001
mp-759926_Li,mp-759926,mp-770194,Li2-3Ti(BO3)2,Ti(BO3)2,Li3Ti(BO3)2,Li2Ti(BO3)2,Li,0.680758286666668,143.8554630138195,384.7334973234623,97.93079852892808,261.9105164611955,0.020533362783267003,0.06196080409090501,0.087331630464737
mp-760027_Li,mp-760027,mp-760296,Li0-5MnCr3O8,MnCr3O8,Li5MnCr3O8,MnCr3O8,Li,2.5691986826666673,358.6667155215631,1429.7933063081628,921.4860530343801,3673.42307905255,0.18021965302919302,0.09469299576388901,0.068112281764705
mp-760001_Li,mp-775326,mp-760001,Li2-2.75Ti3NiO8,Ti3NiO8,Li11Ti12(NiO8)4,Li2Ti3NiO8,Li,0.45003440999999006,57.53409847267695,223.25129321097577,25.89232406103255,100.47076402193646,0.0012699443787660002,0.0,0.077146982627114
mp-759984_Li,mp-772613,mp-759984,Li2-5Cr3NiO8,Cr3NiO8,Li5Cr3NiO8,Li2Cr3NiO8,Li,2.362993931666664,213.05855801799632,877.8916456860259,503.4560796861753,2074.4526314169407,0.07312520163479101,0.065694805476189,0.05909702764705901
mp-760037_Li,mp-760037,mp-777740,Li0-5V6O5F19,V6O5F19,Li5V6O5F19,V6O5F19,Li,3.656510864666664,171.5139666082915,495.0225034952234,627.1426823452932,1810.055162284776,0.050252093455241,0.027444913416672004,0.06909869073017101
