battery_id,id_charge,id_discharge,battery_formula,framework_formula,formula_discharge,formula_charge,working_ion,V_avg,capacity_grav,capacity_vol,energy_grav,energy_vol,max_delta_volume,stability_charge,stability_discharge
mp-26263_Li,mp-26264,mp-26263,Li0-3Ni3(PO4)4,Ni3(PO4)4,Li3Ni3(PO4)4,Ni3(PO4)4,Li,4.670040371666667,139.4001836112622,447.4787670843978,651.0044852823406,2089.7439077477634,0.039736402241094,0.20270144934782802,0.08812257253205301
mp-26255_Li,mp-695816,mp-26255,Li1-2FeP2O7,FeP2O7,Li2FeP2O7,LiFeP2O7,Li,3.279167986666673,109.99074776690446,318.702195056357,360.678138906762,1045.0780353092036,0.025337950974353003,0.07954253045454601,0.019432894305549002
mp-26257_Li,mp-540193,mp-26257,Li1-2MnP2O7,MnP2O7,Li2MnP2O7,LiMnP2O7,Li,3.574500861666659,110.40166914706101,276.9059348960709,394.630861495607,989.8005028866172,0.018109006390311003,0.04577544159092101,0.023967148749999
mp-26267_Li,mp-672984,mp-26267,Li1-2Cu(PO3)4,Cu(PO3)4,Li2Cu(PO3)4,LiCu(PO3)4,Li,4.919449261666679,68.14238806203377,197.43503427110525,335.22302063997637,971.2716335721242,0.022779766042502002,0.04816635796296,0.021449327061403
mp-26274_Li,mp-26274,mp-31950,Li0-1Mn(PO3)4,Mn(PO3)4,LiMn(PO3)4,Mn(PO3)4,Li,4.960504926666667,70.94714132443546,181.6714380990518,351.9336440727784,901.182063724965,0.010081398919854,0.044432188431374,0.023214436249987
mp-26275_Li,mp-540199,mp-761038,Li1-5Ni2(PO4)3,Ni2(PO4)3,Li5Ni2(PO4)3,LiNi2(PO4)3,Li,4.207771479166668,245.31917764937282,751.8214426532217,1032.2470390056521,3163.492823822165,0.040658558441386,0.163844963333342,0.055630615454541
mp-26269_Li,mp-26270,mp-26269,Li0-1Fe(PO3)4,Fe(PO3)4,LiFe(PO3)4,Fe(PO3)4,Li,5.486377146666664,70.77721708778762,200.23830316944063,388.3105063351033,1098.58285039613,0.036306995668488,0.07263010813725601,0.020458547777763
mp-26271_Li,mp-1101525,mp-26271,Li1-2Sn(PO3)4,Sn(PO3)4,Li2Sn(PO3)4,LiSn(PO3)4,Li,3.622141136666679,59.76072562654787,180.7798315298167,216.46178264896963,654.810064463821,0.025089403551385003,0.068837116689809,0.020036246776315002
mp-26284_Li,mp-26284,mp-31940,Li0-1MnPO4,MnPO4,LiMnPO4,MnPO4,Li,4.068288410000003,170.8728823723351,551.951625347792,695.1601669386647,2245.4984002830856,0.057215736139496,0.15730092638889,0.024203644642851
mp-26289_Li,mp-705409,mp-26289,Li0-3Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,Cr3(PO4)4,Li,4.627787247777775,144.43131511896615,439.01400793201327,668.3973982873249,2031.663427503582,0.019846962139290002,0.131714665688412,0.025833723461531
mp-26285_Li,mp-26286,mp-27069,Li0-3Bi2(PO4)3,Bi2(PO4)3,Li3Bi2(PO4)3,Bi2(PO4)3,Li,4.075588970000002,111.10222233824749,494.2118825928644,452.8069919042493,2014.2044975384142,0.06303727804021801,0.08340425882353901,0.039077893499999
mp-26279_Li,mp-687212,mp-26279,Li0-1Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Cr(PO3)4,Li,5.382717736666658,71.50399483378008,203.42640142538596,384.8858212343091,1094.9868990586965,0.004580608984434,0.07737593852942401,0.022048120231485002
mp-26299_Li,mp-672986,mp-26299,Li0-1SnPO4,SnPO4,LiSnPO4,SnPO4,Li,3.95172598916667,121.48125376956979,403.760790014373,480.0606277177605,1595.5520073062646,0.07554451485656301,0.283736069374988,0.016397842023816
mp-26293_Li,mp-26294,mp-26293,Li0-1MoP2O7,MoP2O7,LiMoP2O7,MoP2O7,Li,2.957675786666665,96.81765228608988,349.3689575820836,286.35522588848056,1033.320106453502,0.030754507909900003,0.039579251749999,0.028104015000000003
mp-26311_Li,mp-26794,mp-26311,Li3-5Cu(PO4)2,Cu(PO4)2,Li5Cu(PO4)2,Li3Cu(PO4)2,Li,3.276547316666667,185.99628592442136,527.8048926890489,609.425631555629,1729.3777048638415,0.015920191258472,0.056848976261161005,0.03490911078125
mp-26297_Li,mp-705305,mp-26297,Li0-1V(PO3)3,V(PO3)3,LiV(PO3)3,V(PO3)3,Li,2.920926366666672,90.91461289534975,247.91627395927432,265.554889921321,724.1451813334025,0.018397104260252,0.072262457948747,0.016842368897971003
mp-26303_Li,mp-26304,mp-26303,Li0-6Cu9(PO4)8,Cu9(PO4)8,Li6Cu9(PO4)8,Cu9(PO4)8,Li,3.730114136666666,117.09405747774233,436.64654519832203,436.7741991173858,1628.7414509709215,0.004906021508702001,0.018077431428584003,0.025080087454552
mp-26307_Li,mp-31818,mp-26307,Li0-3Fe3(PO4)4,Fe3(PO4)4,Li3Fe3(PO4)4,Fe3(PO4)4,Li,4.404311950000002,141.49647254021954,446.3055940482234,623.194604891736,1965.66906121844,0.05930782921633,0.108648231539855,0.031563945480769004
mp-26327_Li,mp-778111,mp-585305,Li3-9Bi3P8O29,Bi3P8O29,Li9Bi3P8O29,Li3Bi3P8O29,Li,4.131993640833334,114.76652143788611,408.243242298579,474.21453676190794,1686.8584810909106,0.044636742669357,0.092108451821701,0.04966954263605201
mp-26319_Li,mp-687229,mp-26319,Li2-3Mo(PO3)8,Mo(PO3)8,Li3Mo(PO3)8,Li2Mo(PO3)8,Li,5.300737176666652,35.805070985086246,100.72709778397201,189.79327088383513,533.9278719212375,0.0026679319815950003,0.073114688523816,0.04784638520834
mp-26322_Li,mp-26322,mp-32523,Li0-1V(PO3)4,V(PO3)4,LiV(PO3)4,V(PO3)4,Li,4.306371201666659,71.70574468728024,173.41893709490756,308.7915539153657,746.8063165291518,0.020898337183887002,0.027131072352942,0.020052745833333
mp-26313_Li,mp-26314,mp-26313,Li0-4Ni5(P3O11)2,Ni5(P3O11)2,Li4Ni5(P3O11)2,Ni5(P3O11)2,Li,4.357804960416667,124.79440104060062,424.80777175762756,543.8296598869563,1851.2294149889406,0.033419569959729,0.08396923780303,0.023072689594591002
mp-26326_Li,mp-26626,mp-695805,Li0-2FeP2O7,FeP2O7,Li2FeP2O7,FeP2O7,Li,4.207279354166667,219.98149553380892,649.320453890125,925.5236044581012,2731.8725398900524,0.028261706549256003,0.18664409154167502,0.018963436805550002
mp-26341_Li,mp-26342,mp-26341,Li0-1SbP2O7,SbP2O7,LiSbP2O7,SbP2O7,Li,3.461848706666666,88.55768643248665,274.7250268575078,306.5733122416961,951.0564789156288,0.09925409495043201,0.034502497500024,0.01607559401516
mp-26339_Li,mp-26340,mp-26339,Li0-1MnP2O7,MnP2O7,LiMnP2O7,MnP2O7,Li,4.059044371666667,113.65114030113017,354.3799116181087,461.31502137280114,1438.443785685215,0.051294483460389007,0.030568915249999003,0.013826801590922
mp-26333_Li,mp-705301,mp-26333,Li1-2CoP2O7,CoP2O7,Li2CoP2O7,LiCoP2O7,Li,4.22921438166666,108.61420814964403,323.1530834083498,459.35277115981063,1366.6836678305187,0.040346397772472,0.08471247424242201,0.027443004305543
mp-26337_Li,mp-31744,mp-26337,Li0-3Cr3(PO4)4,Cr3(PO4)4,Li3Cr3(PO4)4,Cr3(PO4)4,Li,4.573032491666671,144.43131511896615,438.68049853817786,660.48909685318,2006.100173275621,0.016235953085667002,0.126986599021745,0.027969059423068002
mp-26345_Li,mp-32334,mp-26345,Li0-1NiP2O7,NiP2O7,LiNiP2O7,NiP2O7,Li,4.884516931666662,111.86967092718474,361.8744622010902,546.4293017838115,1767.5819377589924,0.052031614592755,0.16740863349998902,0.064047589734879
mp-26329_Li,mp-540219,mp-26329,Li2-3Cr(PO3)8,Cr(PO3)8,Li3Cr(PO3)8,Li2Cr(PO3)8,Li,5.3134059666666165,38.038148021411004,101.47765922540577,202.11212265791318,539.1920000116327,0.017745765829138,0.08025617695237701,0.054437588125002004
mp-26358_Li,mp-26644,mp-540231,Li0-2FeP2O7,FeP2O7,Li2FeP2O7,FeP2O7,Li,3.543706937916669,219.98149553380892,645.7767224376597,779.5499519364436,2288.443451647422,0.082201524694838,0.059465656791675,0.023576810555549003
mp-26347_Li,mp-26348,mp-26347,Li2-3Mo(PO4)2,Mo(PO4)2,Li3Mo(PO4)2,Li2Mo(PO4)2,Li,3.009177856666649,87.38500473947427,304.76973001908385,262.95702126673615,917.1063229557,3.6046284105362154e-05,0.056896714615376,0.02475050339286
mp-26359_Li,mp-26432,mp-26359,Li0-2Co(PO3)4,Co(PO3)4,Li2Co(PO3)4,Co(PO3)4,Li,4.820659876666662,137.90209069890864,357.8748669470441,664.7790755406758,1725.1930119590356,0.005346175779781,0.068600825441179,0.013010990219290001
mp-26351_Li,mp-32120,mp-26351,Li0-3Mo3(PO4)4,Mo3(PO4)4,Li3Mo3(PO4)4,Mo3(PO4)4,Li,2.871127428333323,116.77722782500292,436.7480344336777,335.2823018130953,1253.9592609331987,0.009166527980265,0.045978809999997004,0.018272265032036
mp-26355_Li,mp-26356,mp-26355,Li0-1Cr(PO3)4,Cr(PO3)4,LiCr(PO3)4,Cr(PO3)4,Li,5.38785379666667,71.50399483378008,179.80883191190432,385.253070042016,968.7836976907528,0.005031146113951001,0.07680721941177901,0.021225659953707003
mp-26361_Li,mp-584727,mp-26361,Li0-1Co(PO3)4,Co(PO3)4,LiCo(PO3)4,Co(PO3)4,Li,5.247373531666648,70.20467759117658,205.4883988860662,368.3901669911306,1078.274385379302,0.04404752855019,0.084223830735297,0.030987876250001004
mp-26384_Li,mp-26384,mp-705375,Li0-1Ni4P7O24,Ni4P7O24,LiNi4P7O24,Ni4P7O24,Li,4.199340696666647,31.81122276392488,96.95560165561089,133.58616236327822,407.14960380220697,0.014345083257000001,0.093928700035715,0.084700273333334
mp-26365_Li,mp-705295,mp-26365,Li1-2NiP2O7,NiP2O7,Li2NiP2O7,LiNiP2O7,Li,4.663949864166662,108.71985993795705,327.35854408136953,507.06397598985336,1526.7838372020997,0.033194146034088004,0.10186152609851401,0.025499805138891003
mp-26379_Li,mp-697742,mp-540421,Li0-2MnP2O7,MnP2O7,Li2MnP2O7,MnP2O7,Li,3.522855511666672,220.80333829412203,638.1054781365391,777.8582573038485,2247.9534006780036,0.112571277801983,0.026244321249999,0.040063251249998
mp-26368_Li,mp-26368,mp-767568,Li1-1.5Mn2(PO4)3,Mn2(PO4)3,Li3Mn4(PO4)6,LiMn2(PO4)3,Li,4.683420866666731,33.07177972452894,106.36772482933226,154.88906325966454,498.1648220055597,0.017260773400521002,0.08337625569446,0.059510261801797006
mp-26389_Li,mp-26390,mp-26389,Li0-1Nb2(PO4)3,Nb2(PO4)3,LiNb2(PO4)3,Nb2(PO4)3,Li,1.161178344166652,56.10903344196186,180.46061558112459,65.1525945449286,209.54695878778506,0.0029252453553250003,0.003621825147055,0.047891897623998
mp-26399_Li,mp-767644,mp-26399,Li1-3V(PO4)2,V(PO4)2,Li3V(PO4)2,LiV(PO4)2,Li,3.468972666666668,204.82033881773086,634.4999313958621,710.5161569361143,2201.0629190141217,0.015520247938767,0.08343566868056,0.026473023035717
mp-26387_Li,mp-26388,mp-26387,Li0-1NiPO4,NiPO4,LiNiPO4,NiPO4,Li,4.447387879166664,166.87745702027735,518.4020063607243,742.1687796581374,2305.534799624365,9.827000834694569e-05,0.14242354354167402,0.032545348928558
mp-26393_Li,mp-26394,mp-26393,Li0-1Mn4(PO4)3,Mn4(PO4)3,LiMn4(PO4)3,Mn4(PO4)3,Li,3.970070121666689,52.386826627602844,186.67739328400407,207.97937516317896,741.1223414674464,0.008445654001766001,0.065842707894738,0.028742484624991002
mp-26401_Li,mp-26402,mp-26401,Li0-1MoP4O13,MoP4O13,LiMoP4O13,MoP4O13,Li,5.145834621666674,61.64544275865309,173.9259581998481,317.21725361544827,894.9942173113292,0.0077965651551230005,0.09718284430554201,0.038515209140352
mp-26403_Li,mp-540256,mp-26403,Li0-1NiPO4,NiPO4,LiNiPO4,NiPO4,Li,4.529312186666667,166.87745702027735,519.5923889272659,755.8400997618851,2353.396139267512,0.058039694773562,0.154696244791675,0.031361334642843006
mp-26409_Li,mp-540258,mp-26409,Li0-1Ti(PO3)4,Ti(PO3)4,LiTi(PO3)4,Ti(PO3)4,Li,2.757570041666677,72.30046219822752,198.2349150094063,199.3735885564863,546.6466628422788,0.011663276301082002,0.043078738382344,0.040257192318783004
mp-26413_Li,mp-697744,mp-26413,Li1-2MnP2O7,MnP2O7,Li2MnP2O7,LiMnP2O7,Li,3.573387456666675,110.40166914706101,311.411611049208,394.5079397251721,1112.7943447836012,0.008020185627112,0.046860550909104,0.025054616041665003
mp-26406_Li,mp-26780,mp-697726,Li0-2CoP2O7,CoP2O7,Li2CoP2O7,CoP2O7,Li,4.250590184166663,217.22841629928806,666.3200957173807,923.3489740438234,2832.25365836929,0.006548734674648,0.09623346825000101,0.034158972013876
mp-26415_Li,mp-32471,mp-757278,Li1-3V(PO4)2,V(PO4)2,Li3V(PO4)2,LiV(PO4)2,Li,3.219789660000005,204.82033881773086,599.9572304364788,659.4784090830276,1931.736087001615,0.044963631426429,0.062645294513893,0.044250274702384004
mp-26423_Li,mp-540262,mp-26423,Li0-1CoP2O7,CoP2O7,LiCoP2O7,CoP2O7,Li,4.435551156666657,111.75781176088262,377.08961725113215,495.7074912225174,1672.600287965246,0.10922652809456301,0.08591987775000101,0.067791614015151
mp-26429_Li,mp-26430,mp-26429,Li0-1VPO5,VPO5,LiVPO5,VPO5,Li,3.534628931666662,158.72646360461718,509.8883936402671,561.0391504780154,1802.2662680819278,0.038215073375587,0.058593411071425,0.026959480624999
mp-26435_Li,mp-540267,mp-26435,Li0-1CrP2O7,CrP2O7,LiCrP2O7,CrP2O7,Li,4.7925768366666635,115.08687885832727,356.6495544579352,551.5627098206816,1709.270393502586,0.025945099195064002,0.093287916250017,0.023987125454544
mp-26416_Li,mp-753696,mp-26539,Li1-3V(PO4)2,V(PO4)2,Li3V(PO4)2,LiV(PO4)2,Li,3.512619299166667,204.82033881773086,627.790293149873,719.4558749930171,2205.1882995477436,0.056215512606812006,0.09470908118055901,0.029900714821431
mp-26437_Li,mp-26438,mp-777338,Li1-5Ni2(PO4)3,Ni2(PO4)3,Li5Ni2(PO4)3,LiNi2(PO4)3,Li,4.136134959791663,245.31917764937282,768.7030664033692,1014.6732269829125,3179.459626650028,0.057282149110576004,0.139700267916674,0.048900686363632005
mp-26421_Li,mp-1101510,mp-26421,Li0-3V3(PO4)4,V3(PO4)4,Li3V3(PO4)4,V3(PO4)4,Li,3.562101078333333,145.256833810174,407.1278558048771,517.4195243505064,1450.2305741820903,0.01981492703001,0.09493795043478101,0.027551315961535
mp-26449_Li,mp-26450,mp-26449,Li0-1NiP2O7,NiP2O7,LiNiP2O7,NiP2O7,Li,6.997604216666668,111.86967092718474,348.03724049386204,782.8196809971805,2435.42686163688,0.051601581229854004,0.362279054749989,0.04910367405306
mp-26458_Li,mp-26458,mp-705291,Li0-1CrP2O7,CrP2O7,LiCrP2O7,CrP2O7,Li,4.055298146666653,115.08687885832727,350.4006026016854,466.7116065398241,1420.9789143214932,0.0033237798192460003,0.026424071750017004,0.030227147727273
mp-26443_Li,mp-540270,mp-26443,Li0-1MoP2O7,MoP2O7,LiMoP2O7,MoP2O7,Li,3.689590571666665,96.81765228608988,324.73385736652995,357.21749704565883,1198.1349784404965,0.0020120471882650003,0.10562250474999801,0.021605628181817
mp-26446_Li,mp-26446,mp-673024,Li0-1Sn4(PO4)3,Sn4(PO4)3,LiSn4(PO4)3,Sn4(PO4)3,Li,3.452910721666664,34.95715785162068,129.98067589459413,120.70394514485504,448.81166940592374,0.035320825260965,0.088842810855254,0.029959857583345004
mp-26456_Li,mp-1244500,mp-31604,Li0-2CoP2O7,CoP2O7,Li2CoP2O7,CoP2O7,Li,4.194306962916673,217.22841629928806,656.0313800582444,911.1226590274655,2751.5969852701287,0.146183813197924,0.08764045925000101,0.036378668055542004
mp-26453_Li,mp-32023,mp-26453,Li1-3Mn2(PO4)3,Mn2(PO4)3,Li3Mn2(PO4)3,LiMn2(PO4)3,Li,4.019427284166662,128.9732024538312,424.642781270383,518.3984088692798,1706.8207810625936,0.056964856163744006,0.061995109583348,0.029551771250035
mp-26460_Li,mp-26460,mp-504262,Li0-1Co(PO3)3,Co(PO3)3,LiCo(PO3)3,Co(PO3)3,Li,4.892922646666671,88.51505655947788,276.0193590871824,433.0973248108506,1350.5413729960947,0.006636725064083001,0.064915009230763,0.025087633928571003
mp-26467_Li,mp-673017,mp-26875,Li0-2CuPO4,CuPO4,Li2CuPO4,CuPO4,Li,3.4164242391666653,310.9232056829061,1029.4321754502682,1062.245576414483,3516.977036786367,0.049803722691038006,0.13159987541668,0.06577194312500101
mp-26471_Li,mp-31872,mp-26471,Li0-4Fe5(P3O11)2,Fe5(P3O11)2,Li4Fe5(P3O11)2,Fe5(P3O11)2,Li,2.756117771666661,126.89819271763606,408.1763545676757,349.7463641414576,1124.9821047980831,0.009794939797347,0.044397433257514,0.040637108918918
mp-26481_Li,mp-540287,mp-26481,Li2-3Cr(PO4)2,Cr(PO4)2,Li3Cr(PO4)2,Li2Cr(PO4)2,Li,4.123265666666663,101.99914408176696,322.12400318662634,420.56956882173586,1328.2028427486391,0.010160537700989,0.07134143430402501,0.029129117321430004
mp-26461_Li,mp-26462,mp-26461,Li0-1VPO5,VPO5,LiVPO5,VPO5,Li,3.554781676666666,158.72646360461718,503.0148533598126,564.2379244237917,1788.107983814632,0.006517343096773,0.06209833142856801,0.0275071928125
mp-26480_Li,mp-690014,mp-584129,Li0-2NiP2O7,NiP2O7,Li2NiP2O7,NiP2O7,Li,5.2422944654166574,217.4397198759141,677.8833435389316,1139.883040067253,3553.6641000322797,0.027245272651653003,0.303317150249989,0.026083949513892
mp-26493_Li,mp-26494,mp-26493,Li0-1CrP2O7,CrP2O7,LiCrP2O7,CrP2O7,Li,4.158895071666658,115.08687885832727,355.7550831676373,478.63425329739493,1479.5480621062486,0.063385903399548,0.033240590750017,0.027006080909091002
mp-26515_Li,mp-26646,mp-26515,Li0-2CoP2O7,CoP2O7,Li2CoP2O7,CoP2O7,Li,4.210435435416666,217.22841629928806,650.856788252745,914.6262215659657,2740.390484640839,0.130717394909407,0.09067130550000001,0.036216294513875
mp-26513_Li,mp-673047,mp-26513,Li0-1CuPO4,CuPO4,LiCuPO4,CuPO4,Li,4.116811140000005,161.98323748281692,524.8638315239015,666.854396562527,2160.765268600683,0.046184656323480004,0.09979439277779001,0.046913757619045
mp-26511_Li,mp-26512,mp-26511,Li0-1Ni4(PO4)3,Ni4(PO4)3,LiNi4(PO4)3,Ni4(PO4)3,Li,4.067478591666694,50.892558377201446,221.55242886452453,207.00439167441434,901.1597613382116,0.001722128433366,0.041675867302626006,0.027251347375000002
mp-26489_Li,mp-31677,mp-26489,Li1-3Cr2(PO4)3,Cr2(PO4)3,Li3Cr2(PO4)3,LiCr2(PO4)3,Li,3.942108384166668,130.82531349913754,439.9303672108524,515.7275652061828,1734.2531890314224,0.0121701698822,0.075279623055562,0.04357401675000001
mp-26501_Li,mp-26832,mp-26501,Li1-3Mo(PO4)2,Mo(PO4)2,Li3Mo(PO4)2,LiMo(PO4)2,Li,2.9775005316666583,174.77000947894854,602.543037178136,520.3777961429563,1794.0722135499434,0.021779109308589003,0.06731732680555501,0.028524499464288002
mp-26535_Li,mp-32081,mp-26535,Li1-3Mo2(PO4)3,Mo2(PO4)3,Li3Mo2(PO4)3,LiMo2(PO4)3,Li,3.054699366666677,107.71929621951884,399.76840724863007,329.0500659395444,1221.1723004357366,0.0037432471712010003,0.07824195527777801,0.026550584499998003
mp-26531_Li,mp-26532,mp-26531,Li0-1Cu2P3O10,Cu2P3O10,LiCu2P3O10,Cu2P3O10,Li,4.119936446666665,69.26372881094476,250.23740054987707,285.36216076024726,1030.9621868445636,3.1216572453196534e-05,0.041296448333333007,0.032131749218755
mp-26525_Li,mp-697806,mp-26525,Li0-3Ni3(PO4)4,Ni3(PO4)4,Li3Ni3(PO4)4,Ni3(PO4)4,Li,5.6207550966666595,139.4001836112622,427.6114100047258,783.5342925092702,2403.499012176879,0.022894362891374,0.31654307543478405,0.079130773493591
mp-26541_Li,mp-26542,mp-26541,Li0-1Sb(PO3)4,Sb(PO3)4,LiSb(PO3)4,Sb(PO3)4,Li,3.966382121666664,60.28374590575401,164.01728913078745,239.10837198767868,650.5552432525874,0.07933540550128701,0.041324163382341,0.032527787083321005
mp-26521_Li,mp-697769,mp-26521,Li0-1Mo(PO3)4,Mo(PO3)4,LiMo(PO3)4,Mo(PO3)4,Li,3.906185491666671,64.00065638445936,183.25924749449558,249.99843542611907,715.8446137767504,0.050136017031037004,0.054581138480419004,0.02963492708333
mp-26546_Li,mp-697733,mp-697811,Li0-2FeP2O7,FeP2O7,Li2FeP2O7,FeP2O7,Li,3.673080587916667,219.98149553380892,637.8347978098318,808.0097609461105,2342.8186141330452,0.037405513232359,0.093017172041674,0.029974131597215
mp-26559_Li,mp-757359,mp-756958,Li0.5-1FePO4,FePO4,LiFePO4,LiFe2(PO4)2,Li,3.176005486666663,84.94526279338992,241.06714570513603,269.7866206981479,765.6305774145839,0.007324058880770001,0.039931206346147004,0.008219499285714001
mp-26551_Li,mp-26552,mp-26551,Li0-4Co5(P3O11)2,Co5(P3O11)2,Li4Co5(P3O11)2,Co5(P3O11)2,Li,3.615879316666666,124.62047050731499,416.9266077393712,450.6125817406686,1507.5562974927889,0.009628826685870001,0.055355267020196004,0.05788124942567
mp-26561_Li,mp-26562,mp-26561,Li0-3Mo3(PO4)4,Mo3(PO4)4,Li3Mo3(PO4)4,Mo3(PO4)4,Li,3.556834512222215,116.77722782500292,401.0986967932369,415.35727416960674,1426.641687561539,0.013128853110226001,0.146131970869562,0.027749243814088
mp-26549_Li,mp-26550,mp-26549,Li0-1Nb(PO3)4,Nb(PO3)4,LiNb(PO3)4,Nb(PO3)4,Li,2.069119989166675,64.46766918045225,165.6986643995014,133.39134295625814,342.85041868722885,0.0013533759734350001,0.028309315590335,0.064555518154099
mp-26567_Li,mp-26568,mp-26567,Li0-1Co3(P3O10)2,Co3(P3O10)2,LiCo3(P3O10)2,Co3(P3O10)2,Li,3.9581633816666884,38.86688251574288,107.39307884327259,153.84147113335473,425.0793521218851,0.005642854172498,0.049227315431037005,0.062322772250000005
mp-26563_Li,mp-26564,mp-26563,Li0-1FeP2O7,FeP2O7,LiFeP2O7,FeP2O7,Li,5.595699166666657,113.21572119795302,343.14578188844115,633.5211167609502,1920.1405657583286,0.025456426674925002,0.16935422304167502,0.021466110454546
mp-26566_Li,mp-26566,mp-1101512,Li0-1FeP2O7,FeP2O7,LiFeP2O7,FeP2O7,Li,4.574885229166663,113.21572119795302,331.53287640931893,517.9489306179663,1516.7248592681299,0.014660789909829,0.058822396041675,0.013783898409091002
mp-26571_Li,mp-26572,mp-26571,Li0-1CrP2O7,CrP2O7,LiCrP2O7,CrP2O7,Li,4.291708814166677,115.08687885832727,366.07041084539696,493.91937239121575,1571.0676088308069,0.008538054029548001,0.054691654500018005,0.034433071363635
mp-26574_Li,mp-26574,mp-684497,Li0-1Bi(PO3)4,Bi(PO3)4,LiBi(PO3)4,Bi(PO3)4,Li,4.76317869666668,50.39679405004234,188.46713010728013,240.04893579945974,897.7026191489041,0.020123897917159003,0.041169870441218004,0.032540855694443004
mp-26585_Li,mp-26586,mp-26585,Li3-5Sb2P5O18,Sb2P5O18,Li5Sb2P5O18,Li3Sb2P5O18,Li,3.112049974166661,74.33674285395766,248.35075831880937,231.3396586782927,772.8799710103215,0.015140595063484,0.035785464732155006,0.026385133972222002
mp-26575_Li,mp-26576,mp-26575,Li2-3Fe(PO4)2,Fe(PO4)2,Li3Fe(PO4)2,Li2Fe(PO4)2,Li,4.301977196666664,100.52664327697445,316.079951377546,432.4633270349883,1359.7687431497109,0.004601904242337001,0.08359363548076801,0.034495895892857
mp-26579_Li,mp-26580,mp-26579,Li0-1CrPO4,CrPO4,LiCrPO4,CrPO4,Li,2.443776801666667,174.13910058671036,571.3765439985596,425.5570942769011,1396.3167432401538,0.21787731205430802,0.11621026625000001,0.028342600624990003
mp-26595_Li,mp-697772,mp-26595,Li3-5V2P5O18,V2P5O18,Li5V2P5O18,Li3V2P5O18,Li,3.784933801666663,92.50725928844999,275.04973511951846,350.1338525803967,1041.0450395933276,0.025724195615864,0.075814928511876,0.020359484777770002
mp-26577_Li,mp-504281,mp-26577,Li0-1NiPO4,NiPO4,LiNiPO4,NiPO4,Li,4.477018831666664,166.87745702027735,533.1069770401236,747.1135176604259,2386.729975501521,0.037727094058203,0.15909558756945302,0.042602679166654
mp-26594_Li,mp-26594,mp-684489,Li0-1BiP2O7,BiP2O7,LiBiP2O7,BiP2O7,Li,4.093950996666672,68.7455917282834,293.39840286078953,281.44108377244595,1201.1586838123392,0.06231226170647901,0.044766081250006,0.035232390606057006
mp-26607_Li,mp-697761,mp-26607,Li0-1MnPO4,MnPO4,LiMnPO4,MnPO4,Li,3.8298100966666713,170.8728823723351,566.7424618380106,654.4106901561055,2170.516002556939,0.06991716255080101,0.13245883500000102,0.036978753928564
mp-26611_Li,mp-26612,mp-26611,Li0-1FePO4,FePO4,LiFePO4,FePO4,Li,3.369635015000002,169.89052558677983,579.7048113283173,572.4690637339671,1953.393630615868,0.022463639130684002,0.16459480541666502,0.055700944523809005
mp-26605_Li,mp-697813,mp-26605,Li1-3Cr2(PO4)3,Cr2(PO4)3,Li3Cr2(PO4)3,LiCr2(PO4)3,Li,4.391110474166661,130.82531349913754,390.7602776288491,574.4684043921999,1715.8715479843117,0.018021932167650002,0.113694725972228,0.033247400375
mp-26635_Li,mp-26636,mp-26635,Li0-1V2P3O10,V2P3O10,LiV2P3O10,V2P3O10,Li,2.169634926666669,74.09060111144215,243.11079670784284,160.74955590911327,527.4616755870962,0.0063875092077210005,0.025843130717957002,0.028912816249986
mp-26617_Li,mp-26618,mp-26617,Li2-3Cr(PO4)2,Cr(PO4)2,Li3Cr(PO4)2,Li2Cr(PO4)2,Li,3.984959831666666,101.99914408176696,316.8269303577481,406.4624920302221,1262.5425910658785,0.018753725560113,0.062512774304025,0.030810064107144004
mp-26613_Li,mp-26614,mp-26613,Li0-1FeP2O7,FeP2O7,LiFeP2O7,FeP2O7,Li,4.750391699166679,113.21572119795302,354.4539097739886,537.819022193925,1683.7949107275304,0.032996177726613,0.10126640554167501,0.036414227954545006
mp-26637_Li,mp-26638,mp-26637,Li0-3Mo3(PO4)4,Mo3(PO4)4,Li3Mo3(PO4)4,Mo3(PO4)4,Li,3.656854431666668,116.77722782500292,401.46289458026183,427.0373230896101,1468.0913651955589,0.031780658447959,0.161587183695651,0.029880402916652
mp-26619_Li,mp-766050,mp-26619,Li1-3V(PO4)2,V(PO4)2,Li3V(PO4)2,LiV(PO4)2,Li,3.407985840416666,204.82033881773086,627.7432666262928,698.0248145201708,2139.3401640793095,0.020430385663228003,0.07794871868055901,0.030482326785717002
mp-26627_Li,mp-26628,mp-26627,Li0-1MoP2O7,MoP2O7,LiMoP2O7,MoP2O7,Li,3.64652367666667,96.81765228608988,350.8078179561469,353.0478613805077,1279.2290141368605,0.013037294027965001,0.11803597749999901,0.036805775681818004
mp-26647_Li,mp-689964,mp-26647,Li0-1CoP2O7,CoP2O7,LiCoP2O7,CoP2O7,Li,4.587999906666662,111.75781176088262,358.0610818787174,512.7448299281998,1642.7842102405193,0.08571348205290201,0.10673359300000101,0.072854196060605
